locus_tag	ftype	length_bp	gene	EC_number	COG	product
IGKOFFHN_05165	gene	1212	cobL			
IGKOFFHN_05165	CDS	1212	cobL	2.1.1.132		Precorrin-6Y C(5,15)-methyltransferase [decarboxylating]
IGKOFFHN_05166	gene	1299	sir_3			
IGKOFFHN_05166	CDS	1299	sir_3	1.8.7.1	COG0155	Sulfite reductase [ferredoxin]
IGKOFFHN_05167	gene	627	cobH			
IGKOFFHN_05167	CDS	627	cobH	5.4.99.61		Precorrin-8X methylmutase
IGKOFFHN_05168	gene	735	cobI			
IGKOFFHN_05168	CDS	735	cobI	2.1.1.130		Precorrin-2 C(20)-methyltransferase
IGKOFFHN_05169	gene	1704	cysG_2			
IGKOFFHN_05169	CDS	1704	cysG_2	4.99.1.4		Siroheme synthase
IGKOFFHN_05170	gene	7140				
IGKOFFHN_05170	CDS	7140				hypothetical protein
IGKOFFHN_05171	gene	597				
IGKOFFHN_05171	CDS	597				hypothetical protein
IGKOFFHN_05172	gene	2778	rcsC_19			
IGKOFFHN_05172	CDS	2778	rcsC_19	2.7.13.3		Sensor histidine kinase RcsC
IGKOFFHN_05173	gene	1293	purD			
IGKOFFHN_05173	CDS	1293	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
IGKOFFHN_05174	gene	1608	purH			
IGKOFFHN_05174	CDS	1608	purH		COG0138	Bifunctional purine biosynthesis protein PurH
IGKOFFHN_05175	gene	321	fis			
IGKOFFHN_05175	CDS	321	fis			DNA-binding protein Fis
IGKOFFHN_05176	gene	1011	dusB			
IGKOFFHN_05176	CDS	1011	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
IGKOFFHN_05177	gene	1269				
IGKOFFHN_05177	CDS	1269				hypothetical protein
IGKOFFHN_05178	gene	879	prmA			
IGKOFFHN_05178	CDS	879	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
IGKOFFHN_05179	gene	1359	accC			
IGKOFFHN_05179	CDS	1359	accC	6.3.4.14	COG0439	Biotin carboxylase
IGKOFFHN_05180	gene	468	accB			
IGKOFFHN_05180	CDS	468	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
IGKOFFHN_05181	gene	456	aroQ1			
IGKOFFHN_05181	CDS	456	aroQ1	4.2.1.10	COG0757	3-dehydroquinate dehydratase 1
IGKOFFHN_05182	gene	1758	dsbD_2			
IGKOFFHN_05182	CDS	1758	dsbD_2	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
IGKOFFHN_05183	gene	1947	ctpL			
IGKOFFHN_05183	CDS	1947	ctpL			Methyl-accepting chemotaxis protein CtpL
IGKOFFHN_05184	gene	1671	cheB_6			
IGKOFFHN_05184	CDS	1671	cheB_6	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
IGKOFFHN_05185	gene	1068				
IGKOFFHN_05185	CDS	1068				hypothetical protein
IGKOFFHN_05186	gene	558	yfcD			
IGKOFFHN_05186	CDS	558	yfcD	3.6.-.-		putative Nudix hydrolase YfcD
IGKOFFHN_05187	gene	372	yciH			
IGKOFFHN_05187	CDS	372	yciH		COG0023	putative protein YciH
IGKOFFHN_05188	gene	1914	speA			
IGKOFFHN_05188	CDS	1914	speA	4.1.1.19		Biosynthetic arginine decarboxylase
IGKOFFHN_05189	gene	1350				
IGKOFFHN_05189	CDS	1350				hypothetical protein
IGKOFFHN_05190	gene	795				
IGKOFFHN_05190	CDS	795				hypothetical protein
IGKOFFHN_05191	gene	1350	dinF			
IGKOFFHN_05191	CDS	1350	dinF		COG0534	DNA damage-inducible protein F
IGKOFFHN_05192	gene	294				
IGKOFFHN_05192	CDS	294				hypothetical protein
IGKOFFHN_05193	gene	303				
IGKOFFHN_05193	CDS	303				hypothetical protein
IGKOFFHN_05194	gene	750	cmoM			
IGKOFFHN_05194	CDS	750	cmoM	2.1.1.-	COG0500	tRNA 5-carboxymethoxyuridine methyltransferase
IGKOFFHN_05195	gene	615				
IGKOFFHN_05195	CDS	615				hypothetical protein
IGKOFFHN_05196	gene	558				
IGKOFFHN_05196	CDS	558				hypothetical protein
IGKOFFHN_05197	gene	1998				
IGKOFFHN_05197	CDS	1998				hypothetical protein
IGKOFFHN_05198	gene	2748	sasA_15			
IGKOFFHN_05198	CDS	2748	sasA_15	2.7.-.-		Adaptive-response sensory-kinase SasA
IGKOFFHN_05199	gene	447				
IGKOFFHN_05199	CDS	447				hypothetical protein
IGKOFFHN_05200	gene	471				
IGKOFFHN_05200	CDS	471				hypothetical protein
IGKOFFHN_05201	gene	810	tmoT_2			
IGKOFFHN_05201	CDS	810	tmoT_2			Response regulator protein TmoT
IGKOFFHN_05202	gene	273				
IGKOFFHN_05202	CDS	273				hypothetical protein
IGKOFFHN_05203	gene	723				
IGKOFFHN_05203	CDS	723				hypothetical protein
IGKOFFHN_05204	gene	885				
IGKOFFHN_05204	CDS	885				hypothetical protein
IGKOFFHN_05205	gene	885				
IGKOFFHN_05205	CDS	885				hypothetical protein
IGKOFFHN_05206	gene	1269				
IGKOFFHN_05206	CDS	1269				hypothetical protein
IGKOFFHN_05207	gene	1191				
IGKOFFHN_05207	CDS	1191				hypothetical protein
IGKOFFHN_05208	gene	1224	sctC_1			
IGKOFFHN_05208	CDS	1224	sctC_1			Type 3 secretion system secretin
IGKOFFHN_05209	gene	942				
IGKOFFHN_05209	CDS	942				hypothetical protein
IGKOFFHN_05210	gene	216				
IGKOFFHN_05210	CDS	216				hypothetical protein
IGKOFFHN_05211	gene	213				
IGKOFFHN_05211	CDS	213				hypothetical protein
IGKOFFHN_05212	gene	408	rssB_3			
IGKOFFHN_05212	CDS	408	rssB_3			Regulator of RpoS
IGKOFFHN_05213	gene	2400				
IGKOFFHN_05213	CDS	2400				hypothetical protein
IGKOFFHN_05214	gene	1671				
IGKOFFHN_05214	CDS	1671				hypothetical protein
IGKOFFHN_05215	gene	1554				
IGKOFFHN_05215	CDS	1554				hypothetical protein
IGKOFFHN_05216	gene	855				
IGKOFFHN_05216	CDS	855				hypothetical protein
IGKOFFHN_05217	gene	1353				
IGKOFFHN_05217	CDS	1353				hypothetical protein
IGKOFFHN_05218	gene	912				
IGKOFFHN_05218	CDS	912				hypothetical protein
IGKOFFHN_05219	gene	1155	btuD_7			
IGKOFFHN_05219	CDS	1155	btuD_7	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
IGKOFFHN_05220	gene	810				
IGKOFFHN_05220	CDS	810				hypothetical protein
IGKOFFHN_05221	gene	945				
IGKOFFHN_05221	CDS	945				hypothetical protein
IGKOFFHN_05222	gene	1026				
IGKOFFHN_05222	CDS	1026				hypothetical protein
IGKOFFHN_05223	gene	1110	ribBA_2			
IGKOFFHN_05223	CDS	1110	ribBA_2		COG0108	Riboflavin biosynthesis protein RibBA
IGKOFFHN_05224	gene	294				
IGKOFFHN_05224	CDS	294				hypothetical protein
IGKOFFHN_05225	gene	483				
IGKOFFHN_05225	CDS	483				hypothetical protein
IGKOFFHN_05226	gene	564	nudC_3			
IGKOFFHN_05226	CDS	564	nudC_3	3.6.1.22		NADH pyrophosphatase
IGKOFFHN_05227	gene	753	nanR_2			
IGKOFFHN_05227	CDS	753	nanR_2			HTH-type transcriptional repressor NanR
IGKOFFHN_05228	gene	390				
IGKOFFHN_05228	CDS	390				hypothetical protein
IGKOFFHN_05229	gene	486				
IGKOFFHN_05229	CDS	486		1.5.1.37		Flavin reductase
IGKOFFHN_05230	gene	1482	tgnC			
IGKOFFHN_05230	CDS	1482	tgnC	1.2.1.-	COG1012	(Z)-2-((N-methylformamido)methylene)-5-hydroxybutyrolactone dehydrogenase
IGKOFFHN_05231	gene	834	tgnD			
IGKOFFHN_05231	CDS	834	tgnD	3.5.1.-		(E)-2-((N-methylformamido)methylene)succinate hydrolase
IGKOFFHN_05232	gene	591				
IGKOFFHN_05232	CDS	591				hypothetical protein
IGKOFFHN_05233	gene	969				
IGKOFFHN_05233	CDS	969				hypothetical protein
IGKOFFHN_05234	gene	1029	hcf136			
IGKOFFHN_05234	CDS	1029	hcf136			Ycf48-like protein
IGKOFFHN_05235	gene	2385				
IGKOFFHN_05235	CDS	2385				hypothetical protein
IGKOFFHN_05236	gene	720	lutR_6			
IGKOFFHN_05236	CDS	720	lutR_6		COG2186	HTH-type transcriptional regulator LutR
IGKOFFHN_05237	gene	1737	araC			
IGKOFFHN_05237	CDS	1737	araC	4.2.1.25		L-arabonate dehydratase
IGKOFFHN_05238	gene	1323	abaQ			
IGKOFFHN_05238	CDS	1323	abaQ			Quinolone resistance transporter
IGKOFFHN_05239	gene	993				
IGKOFFHN_05239	CDS	993				hypothetical protein
IGKOFFHN_05240	gene	1581				
IGKOFFHN_05240	CDS	1581		1.2.1.26		Alpha-ketoglutaric semialdehyde dehydrogenase
IGKOFFHN_05241	gene	318				
IGKOFFHN_05241	CDS	318				hypothetical protein
IGKOFFHN_05242	gene	1176	pgl_1			
IGKOFFHN_05242	CDS	1176	pgl_1	3.1.1.31		6-phosphogluconolactonase
IGKOFFHN_05243	gene	180				
IGKOFFHN_05243	CDS	180				hypothetical protein
IGKOFFHN_05244	gene	213				
IGKOFFHN_05244	CDS	213				hypothetical protein
IGKOFFHN_05245	gene	258				
IGKOFFHN_05245	CDS	258				hypothetical protein
IGKOFFHN_05246	gene	585				
IGKOFFHN_05246	CDS	585				hypothetical protein
IGKOFFHN_05247	gene	3642				
IGKOFFHN_05247	CDS	3642				hypothetical protein
IGKOFFHN_05248	gene	1245	sbcD			
IGKOFFHN_05248	CDS	1245	sbcD		COG0420	Nuclease SbcCD subunit D
IGKOFFHN_05249	gene	11691				
IGKOFFHN_05249	CDS	11691				hypothetical protein
IGKOFFHN_05250	gene	1641				
IGKOFFHN_05250	CDS	1641				hypothetical protein
IGKOFFHN_05251	gene	1737				
IGKOFFHN_05251	CDS	1737				hypothetical protein
IGKOFFHN_05252	gene	1080				
IGKOFFHN_05252	CDS	1080				hypothetical protein
IGKOFFHN_05253	gene	498				
IGKOFFHN_05253	CDS	498				hypothetical protein
IGKOFFHN_05254	gene	945				
IGKOFFHN_05254	CDS	945				hypothetical protein
IGKOFFHN_05255	gene	960				
IGKOFFHN_05255	CDS	960				hypothetical protein
IGKOFFHN_05256	gene	354				
IGKOFFHN_05256	CDS	354				hypothetical protein
IGKOFFHN_05257	gene	4887	gdhB			
IGKOFFHN_05257	CDS	4887	gdhB	1.4.1.2	COG2902	NAD-specific glutamate dehydrogenase
IGKOFFHN_05258	gene	714				
IGKOFFHN_05258	CDS	714				hypothetical protein
IGKOFFHN_05259	gene	453				
IGKOFFHN_05259	CDS	453				hypothetical protein
IGKOFFHN_05260	gene	294				
IGKOFFHN_05260	CDS	294				hypothetical protein
IGKOFFHN_05261	gene	1437	gabR_3			
IGKOFFHN_05261	CDS	1437	gabR_3		COG1167	HTH-type transcriptional regulatory protein GabR
IGKOFFHN_05262	gene	441				
IGKOFFHN_05262	CDS	441				hypothetical protein
IGKOFFHN_05263	gene	315				
IGKOFFHN_05263	CDS	315				hypothetical protein
IGKOFFHN_05264	gene	690				
IGKOFFHN_05264	CDS	690				hypothetical protein
IGKOFFHN_05265	gene	552				
IGKOFFHN_05265	CDS	552				hypothetical protein
IGKOFFHN_05266	gene	945				
IGKOFFHN_05266	CDS	945				hypothetical protein
IGKOFFHN_05267	gene	609				
IGKOFFHN_05267	CDS	609				hypothetical protein
IGKOFFHN_05268	gene	453				
IGKOFFHN_05268	CDS	453				hypothetical protein
IGKOFFHN_05269	gene	336				
IGKOFFHN_05269	CDS	336				hypothetical protein
IGKOFFHN_05270	gene	459				
IGKOFFHN_05270	CDS	459				hypothetical protein
IGKOFFHN_05271	gene	846				
IGKOFFHN_05271	CDS	846				hypothetical protein
IGKOFFHN_05272	gene	1596				
IGKOFFHN_05272	CDS	1596				hypothetical protein
IGKOFFHN_05273	gene	588				
IGKOFFHN_05273	CDS	588				hypothetical protein
IGKOFFHN_05274	gene	312				
IGKOFFHN_05274	CDS	312				hypothetical protein
IGKOFFHN_05275	gene	2070	vgrG1_6			
IGKOFFHN_05275	CDS	2070	vgrG1_6	6.3.2.-	COG3501	Actin cross-linking toxin VgrG1
IGKOFFHN_05276	gene	849				
IGKOFFHN_05276	CDS	849				hypothetical protein
IGKOFFHN_05277	gene	774				
IGKOFFHN_05277	CDS	774				hypothetical protein
IGKOFFHN_05278	gene	828				
IGKOFFHN_05278	CDS	828				hypothetical protein
IGKOFFHN_05279	gene	2187				
IGKOFFHN_05279	CDS	2187				hypothetical protein
IGKOFFHN_05280	gene	492				
IGKOFFHN_05280	CDS	492				hypothetical protein
IGKOFFHN_05281	gene	2097				
IGKOFFHN_05281	CDS	2097				hypothetical protein
IGKOFFHN_05282	gene	1320				
IGKOFFHN_05282	CDS	1320				hypothetical protein
IGKOFFHN_05283	gene	780	mdtA_6			
IGKOFFHN_05283	CDS	780	mdtA_6			Multidrug resistance protein MdtA
IGKOFFHN_05284	gene	1452	ttgC_3			
IGKOFFHN_05284	CDS	1452	ttgC_3		COG1538	putative efflux pump outer membrane protein TtgC
IGKOFFHN_05285	gene	1071	emrA_4			
IGKOFFHN_05285	CDS	1071	emrA_4			Colistin resistance protein EmrA
IGKOFFHN_05286	gene	1536	farB			
IGKOFFHN_05286	CDS	1536	farB			Fatty acid resistance protein FarB
IGKOFFHN_05287	gene	918	nodD2_4			
IGKOFFHN_05287	CDS	918	nodD2_4			Nodulation protein D 2
IGKOFFHN_05288	gene	867				
IGKOFFHN_05288	CDS	867				hypothetical protein
IGKOFFHN_05289	gene	861	btuD_8			
IGKOFFHN_05289	CDS	861	btuD_8	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
IGKOFFHN_05290	gene	1026				
IGKOFFHN_05290	CDS	1026				hypothetical protein
IGKOFFHN_05291	gene	897	tauD_3			
IGKOFFHN_05291	CDS	897	tauD_3	1.14.11.17	COG2175	Alpha-ketoglutarate-dependent taurine dioxygenase
IGKOFFHN_05292	gene	1368	prsE_3			
IGKOFFHN_05292	CDS	1368	prsE_3			Type I secretion system membrane fusion protein PrsE
IGKOFFHN_05293	gene	2157	ltxB			
IGKOFFHN_05293	CDS	2157	ltxB	7.4.2.5	COG2274	Leukotoxin export ATP-binding protein LtxB
IGKOFFHN_05294	gene	1353	bepC_2			
IGKOFFHN_05294	CDS	1353	bepC_2			Outer membrane efflux protein BepC
IGKOFFHN_05295	gene	375				
IGKOFFHN_05295	CDS	375				hypothetical protein
IGKOFFHN_05296	gene	1779				
IGKOFFHN_05296	CDS	1779				hypothetical protein
IGKOFFHN_05297	gene	5319				
IGKOFFHN_05297	CDS	5319				hypothetical protein
IGKOFFHN_05298	gene	3894				
IGKOFFHN_05298	CDS	3894				hypothetical protein
IGKOFFHN_05299	gene	339				
IGKOFFHN_05299	CDS	339				hypothetical protein
IGKOFFHN_05300	gene	1947				
IGKOFFHN_05300	CDS	1947				hypothetical protein
IGKOFFHN_05301	gene	693				
IGKOFFHN_05301	CDS	693				hypothetical protein
IGKOFFHN_05302	gene	711				
IGKOFFHN_05302	CDS	711				hypothetical protein
IGKOFFHN_05303	gene	774				
IGKOFFHN_05303	CDS	774				hypothetical protein
IGKOFFHN_05304	gene	930				
IGKOFFHN_05304	CDS	930				hypothetical protein
IGKOFFHN_05305	gene	3390	dltA_3			
IGKOFFHN_05305	CDS	3390	dltA_3	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
IGKOFFHN_05306	gene	468				
IGKOFFHN_05306	CDS	468				hypothetical protein
IGKOFFHN_05307	gene	1881	mcpA			
IGKOFFHN_05307	CDS	1881	mcpA		COG0840	Methyl-accepting chemotaxis protein McpA
IGKOFFHN_05308	gene	501	fecI_6			
IGKOFFHN_05308	CDS	501	fecI_6		COG1595	putative RNA polymerase sigma factor FecI
IGKOFFHN_05309	gene	1002	fecR_4			
IGKOFFHN_05309	CDS	1002	fecR_4		COG3712	Protein FecR
IGKOFFHN_05310	gene	2502	fhuA_2			
IGKOFFHN_05310	CDS	2502	fhuA_2		COG1629	Ferrichrome outer membrane transporter/phage receptor
IGKOFFHN_05311	gene	1179				
IGKOFFHN_05311	CDS	1179				hypothetical protein
IGKOFFHN_05312	gene	870	hexR_3			
IGKOFFHN_05312	CDS	870	hexR_3		COG1737	HTH-type transcriptional regulator HexR
IGKOFFHN_05313	gene	1467	zwf_2			
IGKOFFHN_05313	CDS	1467	zwf_2	1.1.1.363	COG0364	Glucose-6-phosphate 1-dehydrogenase
IGKOFFHN_05314	gene	714	pgl_2			
IGKOFFHN_05314	CDS	714	pgl_2	3.1.1.31		6-phosphogluconolactonase
IGKOFFHN_05315	gene	666	eda			
IGKOFFHN_05315	CDS	666	eda	4.1.2.14	COG0800	2-dehydro-3-deoxy-phosphogluconate aldolase
IGKOFFHN_05316	gene	717				
IGKOFFHN_05316	CDS	717				hypothetical protein
IGKOFFHN_05317	gene	1182	cefD_2			
IGKOFFHN_05317	CDS	1182	cefD_2	5.1.1.17	COG0520	Isopenicillin N epimerase
IGKOFFHN_05318	gene	237				
IGKOFFHN_05318	CDS	237				hypothetical protein
IGKOFFHN_05319	gene	468				
IGKOFFHN_05319	CDS	468				hypothetical protein
IGKOFFHN_05320	gene	471	phaJ			
IGKOFFHN_05320	CDS	471	phaJ	4.2.1.119	COG2030	(R)-specific enoyl-CoA hydratase
IGKOFFHN_05321	gene	945				
IGKOFFHN_05321	CDS	945		3.1.1.23	COG2267	Monoacylglycerol lipase
IGKOFFHN_05322	gene	1689	fadD_1			
IGKOFFHN_05322	CDS	1689	fadD_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
IGKOFFHN_05323	gene	1698	fadD_2			
IGKOFFHN_05323	CDS	1698	fadD_2	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
IGKOFFHN_05324	gene	378				
IGKOFFHN_05324	CDS	378				hypothetical protein
IGKOFFHN_05325	gene	192				
IGKOFFHN_05325	CDS	192				hypothetical protein
IGKOFFHN_05326	gene	951				
IGKOFFHN_05326	CDS	951				hypothetical protein
IGKOFFHN_05327	gene	540	def_2			
IGKOFFHN_05327	CDS	540	def_2	3.5.1.88	COG0242	Peptide deformylase
IGKOFFHN_05328	gene	420				
IGKOFFHN_05328	CDS	420				hypothetical protein
IGKOFFHN_05329	gene	111				
IGKOFFHN_05329	CDS	111				hypothetical protein
IGKOFFHN_05330	gene	942				
IGKOFFHN_05330	CDS	942				hypothetical protein
IGKOFFHN_05331	gene	792				
IGKOFFHN_05331	CDS	792				hypothetical protein
IGKOFFHN_05332	gene	546	fecI_7			
IGKOFFHN_05332	CDS	546	fecI_7		COG1595	putative RNA polymerase sigma factor FecI
IGKOFFHN_05333	gene	1014				
IGKOFFHN_05333	CDS	1014				hypothetical protein
IGKOFFHN_05334	gene	177				
IGKOFFHN_05334	CDS	177				hypothetical protein
IGKOFFHN_05335	gene	1320	bdlA_2			
IGKOFFHN_05335	CDS	1320	bdlA_2		COG0840	Biofilm dispersion protein BdlA
IGKOFFHN_05336	gene	567				
IGKOFFHN_05336	CDS	567				hypothetical protein
IGKOFFHN_05337	gene	1422	ydjE			
IGKOFFHN_05337	CDS	1422	ydjE			Inner membrane metabolite transport protein YdjE
IGKOFFHN_05338	gene	441				
IGKOFFHN_05338	CDS	441				hypothetical protein
IGKOFFHN_05339	gene	873	yhaJ_3			
IGKOFFHN_05339	CDS	873	yhaJ_3			HTH-type transcriptional regulator YhaJ
IGKOFFHN_05340	gene	1032	gntR_2			
IGKOFFHN_05340	CDS	1032	gntR_2			HTH-type transcriptional regulator GntR
IGKOFFHN_05341	gene	534				
IGKOFFHN_05341	CDS	534		2.7.1.12	COG3265	Gluconokinase
IGKOFFHN_05342	gene	1353	gntT_2			
IGKOFFHN_05342	CDS	1353	gntT_2		COG2610	High-affinity gluconate transporter
IGKOFFHN_05343	gene	1209	alaC			
IGKOFFHN_05343	CDS	1209	alaC	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaC
IGKOFFHN_05344	gene	663				
IGKOFFHN_05344	CDS	663				hypothetical protein
IGKOFFHN_05345	gene	495				
IGKOFFHN_05345	CDS	495				hypothetical protein
IGKOFFHN_05346	gene	108				
IGKOFFHN_05346	CDS	108				hypothetical protein
IGKOFFHN_05347	gene	489				
IGKOFFHN_05347	CDS	489				hypothetical protein
IGKOFFHN_05348	gene	606				
IGKOFFHN_05348	CDS	606				hypothetical protein
IGKOFFHN_05349	gene	486				
IGKOFFHN_05349	CDS	486				hypothetical protein
IGKOFFHN_05350	gene	426				
IGKOFFHN_05350	CDS	426				hypothetical protein
IGKOFFHN_05351	gene	345				
IGKOFFHN_05351	CDS	345				hypothetical protein
IGKOFFHN_05352	gene	1245				
IGKOFFHN_05352	CDS	1245				hypothetical protein
IGKOFFHN_05353	gene	726				
IGKOFFHN_05353	CDS	726		1.-.-.-		putative oxidoreductase
IGKOFFHN_05354	gene	837	oxyR_4			
IGKOFFHN_05354	CDS	837	oxyR_4			Hydrogen peroxide-inducible genes activator
IGKOFFHN_05355	gene	855				
IGKOFFHN_05355	CDS	855				hypothetical protein
IGKOFFHN_05356	gene	438				
IGKOFFHN_05356	CDS	438				hypothetical protein
IGKOFFHN_05357	gene	756	fabG_8			
IGKOFFHN_05357	CDS	756	fabG_8	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
IGKOFFHN_05358	gene	897	pgrR_8			
IGKOFFHN_05358	CDS	897	pgrR_8			HTH-type transcriptional regulator PgrR
IGKOFFHN_05359	gene	1614	pitA_2			
IGKOFFHN_05359	CDS	1614	pitA_2		COG0306	Low-affinity inorganic phosphate transporter 1
IGKOFFHN_05360	gene	1023	zntB_2			
IGKOFFHN_05360	CDS	1023	zntB_2		COG0598	Zinc transport protein ZntB
IGKOFFHN_05361	gene	1623	ctpH			
IGKOFFHN_05361	CDS	1623	ctpH			Methyl-accepting chemotaxis protein CtpH
IGKOFFHN_05362	gene	444				
IGKOFFHN_05362	CDS	444				hypothetical protein
IGKOFFHN_05363	gene	306				
IGKOFFHN_05363	CDS	306				hypothetical protein
IGKOFFHN_05364	gene	1125	glpQ			
IGKOFFHN_05364	CDS	1125	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
IGKOFFHN_05365	gene	327				
IGKOFFHN_05365	CDS	327				hypothetical protein
IGKOFFHN_05366	gene	315	yqjZ			
IGKOFFHN_05366	CDS	315	yqjZ		COG2329	putative protein YqjZ
IGKOFFHN_05367	gene	1302	argP_4			
IGKOFFHN_05367	CDS	1302	argP_4			HTH-type transcriptional regulator ArgP
IGKOFFHN_05368	gene	1320	bdlA_3			
IGKOFFHN_05368	CDS	1320	bdlA_3		COG0840	Biofilm dispersion protein BdlA
IGKOFFHN_05369	gene	1074	dgcC_1			
IGKOFFHN_05369	CDS	1074	dgcC_1	2.7.7.65		putative diguanylate cyclase DgcC
IGKOFFHN_05370	gene	609	rutR_4			
IGKOFFHN_05370	CDS	609	rutR_4		COG1309	HTH-type transcriptional regulator RutR
IGKOFFHN_05371	gene	1053				
IGKOFFHN_05371	CDS	1053			COG2220	putative protein
IGKOFFHN_05372	gene	312				
IGKOFFHN_05372	CDS	312				hypothetical protein
IGKOFFHN_05373	gene	804	nimR_3			
IGKOFFHN_05373	CDS	804	nimR_3			HTH-type transcriptional regulator NimR
IGKOFFHN_05374	gene	816				
IGKOFFHN_05374	CDS	816				hypothetical protein
IGKOFFHN_05375	gene	720				
IGKOFFHN_05375	CDS	720				hypothetical protein
IGKOFFHN_05376	gene	1191				
IGKOFFHN_05376	CDS	1191				hypothetical protein
IGKOFFHN_05377	gene	987				
IGKOFFHN_05377	CDS	987				hypothetical protein
IGKOFFHN_05378	gene	822				
IGKOFFHN_05378	CDS	822				hypothetical protein
IGKOFFHN_05379	gene	585				
IGKOFFHN_05379	CDS	585				hypothetical protein
IGKOFFHN_05380	gene	180				
IGKOFFHN_05380	CDS	180				hypothetical protein
IGKOFFHN_05381	gene	243				
IGKOFFHN_05381	CDS	243				hypothetical protein
IGKOFFHN_05382	gene	1068				
IGKOFFHN_05382	CDS	1068				hypothetical protein
IGKOFFHN_05383	gene	2472				
IGKOFFHN_05383	CDS	2472				hypothetical protein
IGKOFFHN_05384	gene	654	bceA			
IGKOFFHN_05384	CDS	654	bceA		COG1136	Bacitracin export ATP-binding protein BceA
IGKOFFHN_05385	gene	1698				
IGKOFFHN_05385	CDS	1698				hypothetical protein
IGKOFFHN_05386	gene	1353	rkpK_3			
IGKOFFHN_05386	CDS	1353	rkpK_3	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
IGKOFFHN_05387	gene	1038	galE1			
IGKOFFHN_05387	CDS	1038	galE1	5.1.3.2	COG1088	UDP-glucose 4-epimerase
IGKOFFHN_05388	gene	747				
IGKOFFHN_05388	CDS	747				hypothetical protein
IGKOFFHN_05389	gene	648	yveL			
IGKOFFHN_05389	CDS	648	yveL	2.7.10.2	COG0489	Putative tyrosine-protein kinase YveL
IGKOFFHN_05390	gene	1026				
IGKOFFHN_05390	CDS	1026				hypothetical protein
IGKOFFHN_05391	gene	1593				
IGKOFFHN_05391	CDS	1593				hypothetical protein
IGKOFFHN_05392	gene	1092	mshA_5			
IGKOFFHN_05392	CDS	1092	mshA_5	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
IGKOFFHN_05393	gene	1371				
IGKOFFHN_05393	CDS	1371				hypothetical protein
IGKOFFHN_05394	gene	969				
IGKOFFHN_05394	CDS	969				hypothetical protein
IGKOFFHN_05395	gene	1137				
IGKOFFHN_05395	CDS	1137				hypothetical protein
IGKOFFHN_05396	gene	1002				
IGKOFFHN_05396	CDS	1002				hypothetical protein
IGKOFFHN_05397	gene	1308				
IGKOFFHN_05397	CDS	1308				hypothetical protein
IGKOFFHN_05398	gene	1920				
IGKOFFHN_05398	CDS	1920				hypothetical protein
IGKOFFHN_05399	gene	690				
IGKOFFHN_05399	CDS	690				hypothetical protein
IGKOFFHN_05400	gene	1188				
IGKOFFHN_05400	CDS	1188				hypothetical protein
IGKOFFHN_05401	gene	789	chbG			
IGKOFFHN_05401	CDS	789	chbG	3.5.1.105		Chitooligosaccharide deacetylase
IGKOFFHN_05402	gene	693				
IGKOFFHN_05402	CDS	693				hypothetical protein
IGKOFFHN_05403	gene	294				
IGKOFFHN_05403	CDS	294				hypothetical protein
IGKOFFHN_05404	gene	309				
IGKOFFHN_05404	CDS	309				hypothetical protein
IGKOFFHN_05405	gene	807	COQ5_2			
IGKOFFHN_05405	CDS	807	COQ5_2	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
IGKOFFHN_05406	gene	369				
IGKOFFHN_05406	CDS	369				hypothetical protein
IGKOFFHN_05407	gene	1437	atoC_5			
IGKOFFHN_05407	CDS	1437	atoC_5		COG2204	Regulatory protein AtoC
IGKOFFHN_05408	gene	1494	sasA_16			
IGKOFFHN_05408	CDS	1494	sasA_16	2.7.-.-		Adaptive-response sensory-kinase SasA
IGKOFFHN_05409	gene	1071				
IGKOFFHN_05409	CDS	1071				hypothetical protein
IGKOFFHN_05410	gene	2808	ftsP			
IGKOFFHN_05410	CDS	2808	ftsP			Cell division protein FtsP
IGKOFFHN_05411	gene	1449	sasA_17			
IGKOFFHN_05411	CDS	1449	sasA_17	2.7.-.-		Adaptive-response sensory-kinase SasA
IGKOFFHN_05412	gene	1347				
IGKOFFHN_05412	CDS	1347				hypothetical protein
IGKOFFHN_05413	gene	2235				
IGKOFFHN_05413	CDS	2235				hypothetical protein
IGKOFFHN_05414	gene	465	csgB			
IGKOFFHN_05414	CDS	465	csgB			Minor curlin subunit
IGKOFFHN_05415	gene	1452				
IGKOFFHN_05415	CDS	1452				hypothetical protein
